Name,Scaffold_SMILES,MW,LogP,NumHDonors,NumHAcceptors,TPSA,NumRotatableBonds,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeteroatoms,NumValenceElectrons,NumRadicalElectrons,QED
Dyclonine,O=C(CCN1CCCCC1)c1ccccc1,217.312,2.745,0.0,2.0,20.31,4.0,1.0,1.0,1.0,2.0,86.0,0.0,0.723
Dydrogesterone,O=C1C=C2C=CC3C4CCCC4CCC3C2CC1,242.362,3.904,0.0,1.0,17.07,0.0,0.0,4.0,2.0,1.0,96.0,0.0,0.629
Dyphylline,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,152.113,-1.061,3.0,3.0,94.4,0.0,2.0,0.0,0.0,6.0,56.0,0.0,0.449
Ecabet,c1ccc2c(c1)CCC1CCCCC21,186.298,3.907,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,74.0,0.0,0.576
Echothiophate,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Edetic Acid,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Edrophonium,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Efavirenz,O=C1Nc2ccccc2C(C#CC2CC2)O1,213.236,2.703,1.0,2.0,38.33,0.0,1.0,2.0,1.0,3.0,80.0,0.0,0.673
Eletriptan,O=S(=O)(CCc1ccc2[nH]cc(CC3CCCN3)c2c1)c1ccccc1,368.502,3.479,2.0,3.0,61.96,6.0,3.0,1.0,1.0,5.0,136.0,0.0,0.7
Eltrombopag,O=C1C(=NNc2cccc(-c3ccccc3)c2)C=NN1c1ccccc1,340.386,4.154,1.0,4.0,57.06,4.0,3.0,1.0,0.0,5.0,126.0,0.0,0.725
Emedastine,c1ccc2[nH]c(N3CCCNCC3)nc2c1,216.288,1.363,2.0,3.0,43.95,1.0,2.0,1.0,1.0,4.0,84.0,0.0,0.756
Emtricitabine,O=c1ncccn1C1CSCO1,184.22,0.463,0.0,5.0,44.12,1.0,1.0,1.0,1.0,5.0,64.0,0.0,0.636
Enalapril,O=C(CNCCCc1ccccc1)N1CCCC1,246.354,1.831,1.0,2.0,32.34,6.0,1.0,1.0,1.0,3.0,98.0,0.0,0.777
Encainide,O=C(Nc1ccccc1CCC1CCCCN1)c1ccccc1,308.425,4.014,2.0,2.0,41.13,5.0,2.0,1.0,1.0,3.0,120.0,0.0,0.876
Enflurane,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Enoxacin,O=c1cc[nH]c2nc(N3CCNCC3)ccc12,230.271,0.333,2.0,4.0,61.02,1.0,2.0,1.0,1.0,5.0,88.0,0.0,0.741
Enoximone,O=C(c1ccccc1)c1c[nH]c(=O)[nH]1,188.186,0.934,2.0,2.0,65.72,2.0,2.0,0.0,0.0,4.0,70.0,0.0,0.688
Enprofylline,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,152.113,-1.061,3.0,3.0,94.4,0.0,2.0,0.0,0.0,6.0,56.0,0.0,0.449
Entacapone,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Entecavir,C=C1CCCC1n1cnc2c(=O)nc[nH]c21,216.244,1.401,1.0,4.0,63.57,1.0,2.0,1.0,1.0,5.0,82.0,0.0,0.733
Enzalutamide,O=C1CN(c2ccccc2)C(=S)N1c1ccccc1,268.341,2.825,0.0,2.0,23.55,2.0,2.0,1.0,1.0,4.0,94.0,0.0,0.782
Ephedrine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Epinastine,C1=NCC2c3ccccc3Cc3ccccc3N12,234.302,3.18,0.0,2.0,15.6,0.0,2.0,2.0,0.0,2.0,88.0,0.0,0.683
Epinephrine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Eplerenone,O=C1C=C2CCC3C4CCC5(CCC(=O)O5)C4CC4OC43C2CC1,328.408,2.945,0.0,4.0,55.9,0.0,0.0,6.0,5.0,4.0,128.0,0.0,0.507
Epoprostenol,C=C1CC2CCCC2O1,124.183,2.089,0.0,1.0,9.23,0.0,0.0,2.0,2.0,1.0,50.0,0.0,0.48
Eprosartan,C(=Cc1cncn1Cc1ccccc1)Cc1cccs1,280.396,4.249,0.0,3.0,17.82,5.0,3.0,0.0,0.0,3.0,100.0,0.0,0.683
Ergonovine,C1=C2c3cccc4[nH]cc(c34)CC2NCC1,210.28,2.469,2.0,1.0,27.82,0.0,2.0,2.0,0.0,2.0,80.0,0.0,0.687
Erlotinib,c1ccc(Nc2ncnc3ccccc23)cc1,221.263,3.373,1.0,3.0,37.81,2.0,3.0,0.0,0.0,3.0,82.0,0.0,0.721
Escitalopram,c1ccc(C2OCc3ccccc32)cc1,196.249,3.306,0.0,1.0,9.23,1.0,2.0,1.0,0.0,1.0,74.0,0.0,0.68
Esmolol,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Esomeprazole,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,257.318,2.266,1.0,3.0,58.64,3.0,3.0,0.0,0.0,5.0,90.0,0.0,0.783
Estazolam,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1,260.3,2.618,0.0,4.0,43.07,1.0,3.0,1.0,0.0,4.0,96.0,0.0,0.675
Estradiol,c1ccc2c(c1)CCC1C2CCC2CCCC21,226.363,4.543,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,90.0,0.0,0.609
Estriol,c1ccc2c(c1)CCC1C2CCC2CCCC21,226.363,4.543,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,90.0,0.0,0.609
Estrone,O=C1CCC2C1CCC1c3ccccc3CCC12,240.346,3.722,0.0,1.0,17.07,0.0,1.0,3.0,2.0,1.0,94.0,0.0,0.675
Estropipate,O=C1CCC2C1CCC1c3ccccc3CCC12,240.346,3.722,0.0,1.0,17.07,0.0,1.0,3.0,2.0,1.0,94.0,0.0,0.675
Eszopiclone,O=C(OC1c2nccnc2C(=O)N1c1ccccn1)N1CCNCC1,340.343,0.572,1.0,7.0,100.55,2.0,2.0,2.0,1.0,9.0,128.0,0.0,0.853
Ethacrynic acid,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Ethambutol,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Ethanol,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Ethchlorvynol,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Ethinamate,C1CCCCC1,84.162,2.341,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,36.0,0.0,0.422
Ethinyl Estradiol,c1ccc2c(c1)CCC1C2CCC2CCCC21,226.363,4.543,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,90.0,0.0,0.609
Ethionamide,c1ccncc1,79.102,1.082,0.0,1.0,12.89,0.0,1.0,0.0,0.0,1.0,30.0,0.0,0.453
Ethosuximide,O=C1CCC(=O)N1,99.089,-0.577,1.0,2.0,46.17,0.0,0.0,1.0,1.0,3.0,38.0,0.0,0.413
Ethotoin,O=C1NC(=O)C(c2ccccc2)N1,176.175,0.567,2.0,2.0,58.2,1.0,1.0,1.0,1.0,4.0,66.0,0.0,0.614
Ethoxzolamide,c1ccc2scnc2c1,135.191,2.296,0.0,2.0,12.89,0.0,2.0,0.0,0.0,2.0,44.0,0.0,0.54
Ethylmorphine,C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5,239.318,2.179,1.0,2.0,21.26,0.0,1.0,4.0,1.0,2.0,92.0,0.0,0.701
Ethynodiol Diacetate,C1=C2CCC3C4CCCC4CCC3C2CCC1,230.395,4.949,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,94.0,0.0,0.517
Etodolac,c1ccc2c3c([nH]c2c1)COCC3,173.215,2.241,1.0,1.0,25.02,0.0,2.0,1.0,0.0,2.0,66.0,0.0,0.649
Etomidate,c1ccc(Cn2ccnc2)cc1,158.204,1.931,0.0,2.0,17.82,2.0,2.0,0.0,0.0,2.0,60.0,0.0,0.653
Etonogestrel,C=C1CC2CCCC2C2CCC3=CC(=O)CCC3C12,256.389,4.294,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,102.0,0.0,0.591
Etoricoxib,c1ccc(-c2cccnc2-c2cccnc2)cc1,232.286,3.811,0.0,2.0,25.78,2.0,3.0,0.0,0.0,2.0,86.0,0.0,0.671
Exemestane,C=C1CC2C(CCC3C(=O)CCC32)C2C=CC(=O)C=C12,268.356,3.249,0.0,2.0,34.14,0.0,0.0,4.0,3.0,2.0,104.0,0.0,0.676
Ezetimibe,O=C1C(CCCc2ccccc2)C(c2ccccc2)N1c1ccccc1,341.454,5.414,0.0,1.0,20.31,6.0,3.0,1.0,1.0,2.0,130.0,0.0,0.549
Ezogabine,c1ccc(CNc2ccccc2)cc1,183.254,3.299,1.0,1.0,12.03,3.0,2.0,0.0,0.0,1.0,70.0,0.0,0.769
Famciclovir,c1ncc2nc[nH]c2n1,120.115,0.353,1.0,3.0,54.46,0.0,2.0,0.0,0.0,4.0,44.0,0.0,0.545
Famotidine,c1cscn1,85.131,1.143,0.0,2.0,12.89,0.0,1.0,0.0,0.0,2.0,26.0,0.0,0.46
Felbamate,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Felodipine,C1=CC(c2ccccc2)C=CN1,157.216,2.401,1.0,1.0,12.03,1.0,1.0,1.0,0.0,1.0,60.0,0.0,0.66
Fencamfamine,c1ccc(C2CC3CCC2C3)cc1,172.271,3.59,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,68.0,0.0,0.607
Fenofibrate,O=C(c1ccccc1)c1ccccc1,182.222,2.918,0.0,1.0,17.07,2.0,2.0,0.0,0.0,1.0,68.0,0.0,0.652
Fenoldopam,c1ccc(C2CNCCc3ccccc32)cc1,223.319,2.964,1.0,1.0,12.03,1.0,2.0,1.0,0.0,1.0,86.0,0.0,0.783
Fenoprofen,c1ccc(Oc2ccccc2)cc1,170.211,3.479,0.0,1.0,9.23,2.0,2.0,0.0,0.0,1.0,64.0,0.0,0.67
Fentanyl,c1ccc(CCN2CCC(Nc3ccccc3)CC2)cc1,280.415,3.806,1.0,2.0,15.27,5.0,2.0,1.0,1.0,2.0,110.0,0.0,0.896
Finasteride,O=C1C=CC2C(CCC3C4CCCC4CCC23)N1,245.366,2.894,1.0,1.0,29.1,0.0,0.0,4.0,3.0,2.0,98.0,0.0,0.698
Fingolimod,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Flavoxate,O=C(OCCN1CCCCC1)c1cccc2c(=O)cc(-c3ccccc3)oc12,377.44,4.103,0.0,5.0,59.75,5.0,3.0,1.0,1.0,5.0,144.0,0.0,0.627
Flecainide,O=C(NCC1CCCCN1)c1ccccc1,218.3,1.558,2.0,2.0,41.13,3.0,1.0,1.0,1.0,3.0,86.0,0.0,0.808
Floxuridine,O=c1ccn(C2CCCO2)c(=O)[nH]1,182.179,-0.154,1.0,4.0,64.09,1.0,1.0,1.0,1.0,5.0,70.0,0.0,0.656
Flucloxacillin,O=C(NC1C(=O)N2CCSC12)c1conc1-c1ccccc1,315.354,1.355,1.0,5.0,75.44,3.0,2.0,2.0,2.0,7.0,112.0,0.0,0.866
Fluconazole,c1ccc(C(Cn2cncn2)Cn2cncn2)cc1,254.297,1.354,0.0,6.0,61.42,5.0,3.0,0.0,0.0,6.0,96.0,0.0,0.689
Flucytosine,O=c1nccc[nH]1,96.089,-0.23,1.0,2.0,45.75,0.0,1.0,0.0,0.0,3.0,36.0,0.0,0.485
Fludiazepam,O=C1CN=C(c2ccccc2)c2ccccc2N1,236.274,2.476,1.0,2.0,41.46,1.0,2.0,1.0,0.0,3.0,88.0,0.0,0.812
Fludrocortisone,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,244.378,4.128,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,98.0,0.0,0.626
Flumazenil,O=C1NCc2cncn2-c2ccccc21,199.213,1.116,1.0,3.0,46.92,0.0,2.0,1.0,0.0,4.0,74.0,0.0,0.691
Flumethasone Pivalate,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,242.362,3.904,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,96.0,0.0,0.629
Flunisolide,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,286.371,2.866,0.0,3.0,35.53,0.0,0.0,5.0,4.0,3.0,112.0,0.0,0.687
Flunitrazepam,O=C1CN=C(c2ccccc2)c2ccccc2N1,236.274,2.476,1.0,2.0,41.46,1.0,2.0,1.0,0.0,3.0,88.0,0.0,0.812
Fluocinolone Acetonide,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,286.371,2.866,0.0,3.0,35.53,0.0,0.0,5.0,4.0,3.0,112.0,0.0,0.687
Fluocinonide,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,286.371,2.866,0.0,3.0,35.53,0.0,0.0,5.0,4.0,3.0,112.0,0.0,0.687
Fluorescein,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,300.313,4.255,0.0,3.0,35.53,0.0,3.0,2.0,0.0,3.0,110.0,0.0,0.582
Fluorometholone,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,242.362,3.904,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,96.0,0.0,0.629
Fluorouracil,O=c1cc[nH]c(=O)[nH]1,112.088,-0.937,2.0,2.0,65.72,0.0,1.0,0.0,0.0,4.0,42.0,0.0,0.455
Fluoxetine,c1ccc(COc2ccccc2)cc1,184.238,3.266,0.0,1.0,9.23,3.0,2.0,0.0,0.0,1.0,70.0,0.0,0.711
Fluoxymesterone,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,244.378,4.128,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,98.0,0.0,0.626
Flupenthixol,C1=CC2Sc3ccccc3C(=CCCN3CCNCC3)C2C=C1,324.493,3.582,1.0,3.0,15.27,3.0,1.0,3.0,1.0,3.0,120.0,0.0,0.915
Fluphenazine,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,325.481,3.585,1.0,4.0,18.51,4.0,2.0,2.0,1.0,4.0,120.0,0.0,0.925
Flurandrenolide,O=C1C=C2CCC3C(CCC4C3CC3OCOC34)C2CC1,288.387,3.09,0.0,3.0,35.53,0.0,0.0,5.0,4.0,3.0,114.0,0.0,0.687
Flurazepam,O=C1CN=C(c2ccccc2)c2ccccc2N1,236.274,2.476,1.0,2.0,41.46,1.0,2.0,1.0,0.0,3.0,88.0,0.0,0.812
Flurbiprofen,c1ccc(-c2ccccc2)cc1,154.212,3.354,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,58.0,0.0,0.591
Flutamide,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Fluvastatin,c1ccc(-c2c[nH]c3ccccc23)cc1,193.249,3.835,1.0,0.0,15.79,1.0,3.0,0.0,0.0,1.0,72.0,0.0,0.604
Fluvoxamine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Fomepizole,c1cn[nH]c1,68.079,0.41,1.0,1.0,28.68,0.0,1.0,0.0,0.0,2.0,26.0,0.0,0.468
Forasartan,c1ccc(-c2nn[nH]n2)c(-c2ccc(Cn3cncn3)cn2)c1,304.317,1.568,1.0,7.0,98.06,4.0,4.0,0.0,0.0,8.0,112.0,0.0,0.614
Formestane,O=C1C=C2CCC3C4CCC(=O)C4CCC3C2CC1,258.361,3.307,0.0,2.0,34.14,0.0,0.0,4.0,3.0,2.0,102.0,0.0,0.668
Formoterol,c1ccc(CCNCCc2ccccc2)cc1,225.335,3.061,1.0,1.0,12.03,6.0,2.0,0.0,0.0,1.0,88.0,0.0,0.745
Foscarnet,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Fosfomycin,C1CO1,44.053,0.017,0.0,1.0,12.53,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.349
Fosphenytoin,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,252.273,1.77,2.0,2.0,58.2,2.0,2.0,1.0,1.0,4.0,94.0,0.0,0.8
Fospropofol,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Frovatriptan,c1ccc2c3c([nH]c2c1)CCCC3,171.243,3.047,1.0,0.0,15.79,0.0,2.0,1.0,0.0,1.0,66.0,0.0,0.627
Furazolidone,O=C1OCCN1N=Cc1ccco1,180.163,1.066,0.0,4.0,55.04,2.0,1.0,1.0,1.0,5.0,68.0,0.0,0.639
Furosemide,c1ccc(NCc2ccco2)cc1,173.215,2.892,1.0,2.0,25.17,3.0,2.0,0.0,0.0,2.0,66.0,0.0,0.772
Gabapentin,C1CCCCC1,84.162,2.341,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,36.0,0.0,0.422
Galantamine,C1=CC23CCNCc4cccc(c42)OC3CC1,227.307,2.529,1.0,2.0,21.26,0.0,1.0,3.0,0.0,2.0,88.0,0.0,0.688
Gallium nitrate,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Gamma Hydroxybutyric Acid,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Ganciclovir,O=c1nc[nH]c2[nH]cnc12,136.114,-0.354,2.0,3.0,74.43,0.0,2.0,0.0,0.0,5.0,50.0,0.0,0.519
Gatifloxacin,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,269.348,1.746,1.0,4.0,37.27,2.0,2.0,2.0,2.0,4.0,104.0,0.0,0.902
Gefitinib,c1ccc(Nc2ncnc3ccc(OCCCN4CCOCC4)cc23)cc1,364.449,3.475,1.0,6.0,59.51,7.0,3.0,1.0,1.0,6.0,140.0,0.0,0.648
Gemcitabine,O=c1ncccn1C1CCCO1,166.18,0.552,0.0,4.0,44.12,1.0,1.0,1.0,1.0,4.0,64.0,0.0,0.612
Gemfibrozil,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Gemifloxacin,N=C1CCN(c2ccc3c(=O)ccn(C4CC4)c3n2)C1,268.32,1.961,1.0,5.0,61.98,2.0,2.0,2.0,2.0,5.0,102.0,0.0,0.905
Gentian Violet,[N+]=C1C=CC(=C(c2ccccc2)c2ccccc2)C=C1,256.328,3.856,0.0,0.0,22.3,2.0,2.0,1.0,0.0,1.0,94.0,2.0,0.778
Gestodene,O=C1C=C2CCC3C4C=CCC4CCC3C2CC1,242.362,3.904,0.0,1.0,17.07,0.0,0.0,4.0,2.0,1.0,96.0,0.0,0.589
Gliclazide,O=C(NN1CC2CCCC2C1)NS(=O)(=O)c1ccccc1,309.391,1.321,2.0,4.0,78.51,3.0,1.0,2.0,2.0,7.0,114.0,0.0,0.883
Glimepiride,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)N2CC=CC2=O)cc1,434.518,1.658,3.0,5.0,124.68,6.0,1.0,2.0,1.0,10.0,162.0,0.0,0.628
Glipizide,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2cnccn2)cc1,431.518,1.77,3.0,6.0,130.15,7.0,2.0,1.0,1.0,10.0,160.0,0.0,0.612
Glisoxepide,O=C(NN1CCCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2ccon2)cc1,435.506,1.426,3.0,7.0,133.64,7.0,2.0,1.0,1.0,11.0,162.0,0.0,0.599
Glutethimide,O=C1CCC(c2ccccc2)C(=O)N1,189.214,1.207,1.0,2.0,46.17,1.0,1.0,1.0,1.0,3.0,72.0,0.0,0.675
Glyburide,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2ccccc2)cc1,429.542,2.98,3.0,4.0,104.37,7.0,2.0,1.0,1.0,8.0,160.0,0.0,0.629
Glycine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Glycodiazine,O=S(=O)(Nc1ncccn1)c1ccccc1,235.268,1.277,1.0,4.0,71.95,3.0,2.0,0.0,0.0,6.0,82.0,0.0,0.869
Glycopyrrolate,O=C(OC1CC[NH2+]C1)C(c1ccccc1)C1CCCC1,274.384,1.839,1.0,2.0,42.91,4.0,1.0,2.0,2.0,3.0,108.0,0.0,0.851
Granisetron,O=C(NC1CC2CCCC(C1)N2)c1n[nH]c2ccccc12,284.363,1.966,3.0,3.0,69.81,2.0,2.0,2.0,2.0,5.0,110.0,0.0,0.789
Grepafloxacin,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,269.348,1.746,1.0,4.0,37.27,2.0,2.0,2.0,2.0,4.0,104.0,0.0,0.902
Griseofulvin,O=C1C=CC2(CC1)Oc1ccccc1C2=O,214.22,1.92,0.0,3.0,43.37,0.0,1.0,2.0,0.0,3.0,80.0,0.0,0.662
Guaifenesin,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Guanabenz,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Guanadrel Sulfate,C1CCC2(CC1)OCCO2,142.198,1.694,0.0,2.0,18.46,0.0,0.0,2.0,2.0,2.0,58.0,0.0,0.512
Guanethidine,C1CCCNCCC1,113.204,1.54,1.0,1.0,12.03,0.0,0.0,1.0,1.0,1.0,48.0,0.0,0.502
Guanfacine,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Guanidine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Halazepam,O=C1CN=C(c2ccccc2)c2ccccc2N1,236.274,2.476,1.0,2.0,41.46,1.0,2.0,1.0,0.0,3.0,88.0,0.0,0.812
Halobetasol Propionate,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,242.362,3.904,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,96.0,0.0,0.629
Haloperidol,O=C(CCCN1CCC(c2ccccc2)CC1)c1ccccc1,307.437,4.529,0.0,2.0,20.31,6.0,2.0,1.0,1.0,2.0,120.0,0.0,0.731
Haloprogin,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Halothane,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Heptabarbital,O=C1NC(=O)C(C2=CCCCCC2)C(=O)N1,222.244,0.859,2.0,3.0,75.27,1.0,0.0,2.0,1.0,5.0,86.0,0.0,0.51
Heroin,C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5,239.318,2.179,1.0,2.0,21.26,0.0,1.0,4.0,1.0,2.0,92.0,0.0,0.701
Hesperetin,O=C1CC(c2ccccc2)Oc2ccccc21,224.259,3.393,0.0,2.0,26.3,1.0,2.0,1.0,0.0,2.0,84.0,0.0,0.742
Hetacillin,O=C1C(N2CNC(c3ccccc3)C2=O)C2SCCN12,289.36,0.401,1.0,4.0,52.65,2.0,1.0,3.0,3.0,6.0,104.0,0.0,0.801
Hexobarbital,O=C1NC(=O)C(C2=CCCCC2)C(=O)N1,208.217,0.469,2.0,3.0,75.27,1.0,0.0,2.0,1.0,5.0,80.0,0.0,0.486
Hexylcaine,O=C(OCCNC1CCCCC1)c1ccccc1,247.338,2.766,1.0,3.0,38.33,5.0,1.0,1.0,1.0,3.0,98.0,0.0,0.642
Homatropine Methylbromide,O=C(Cc1ccccc1)OC1CC2CCC(C1)[NH2+]2,246.33,1.029,1.0,2.0,42.91,3.0,1.0,2.0,2.0,3.0,96.0,0.0,0.809
Hydralazine,c1ccc2cnncc2c1,130.15,1.63,0.0,2.0,25.78,0.0,2.0,0.0,0.0,2.0,48.0,0.0,0.541
Hydrochlorothiazide,O=S1(=O)NCNc2ccccc21,184.22,0.348,2.0,3.0,58.2,0.0,1.0,1.0,0.0,5.0,64.0,0.0,0.611
Hydrocodone,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,255.317,1.582,1.0,3.0,38.33,0.0,1.0,4.0,2.0,3.0,98.0,0.0,0.765
Hydrocortamate,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,244.378,4.128,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,98.0,0.0,0.626
Hydrocortisone,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,244.378,4.128,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,98.0,0.0,0.626
Hydroflumethiazide,O=S1(=O)NCNc2ccccc21,184.22,0.348,2.0,3.0,58.2,0.0,1.0,1.0,0.0,5.0,64.0,0.0,0.611
Hydromorphone,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,255.317,1.582,1.0,3.0,38.33,0.0,1.0,4.0,2.0,3.0,98.0,0.0,0.765
Hydroxychloroquine,c1ccc2ncccc2c1,129.162,2.235,0.0,1.0,12.89,0.0,2.0,0.0,0.0,1.0,48.0,0.0,0.531
Hydroxyproline,C1CCNC1,71.123,0.37,1.0,1.0,12.03,0.0,0.0,1.0,1.0,1.0,30.0,0.0,0.435
Hydroxyurea,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Hydroxyzine,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,252.361,2.681,1.0,2.0,15.27,3.0,2.0,1.0,1.0,2.0,98.0,0.0,0.903
Hyoscyamine,O=C(Cc1ccccc1)OC1CC2CCC(C1)N2,245.322,2.055,1.0,3.0,38.33,3.0,1.0,2.0,2.0,3.0,96.0,0.0,0.828
Ibudilast,c1ccn2nccc2c1,118.139,1.334,0.0,2.0,17.3,0.0,2.0,0.0,0.0,2.0,44.0,0.0,0.51
Ibuprofen,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Ibutilide,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Idoxuridine,O=c1ccn(C2CCCO2)c(=O)[nH]1,182.179,-0.154,1.0,4.0,64.09,1.0,1.0,1.0,1.0,5.0,70.0,0.0,0.656
Ifosfamide,O=[PH]1NCCCO1,121.076,0.386,1.0,2.0,38.33,0.0,0.0,1.0,1.0,4.0,42.0,0.0,0.471
Iloperidone,c1ccc(OCCCN2CCC(c3noc4ccccc34)CC2)cc1,336.435,4.476,0.0,4.0,38.5,6.0,3.0,1.0,1.0,4.0,130.0,0.0,0.622
Iloprost,O=C(CCCC=C1CC2CCCC2C1)OCC(=O)c1ccccc1,326.436,4.719,0.0,3.0,43.37,7.0,1.0,2.0,2.0,3.0,128.0,0.0,0.315
